"Row.names";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj";"regulation_COVID";"Family";"Class";"Category";"Chrom";"Start";"End";"Strand";"TE_CODING";"IntersectedGene";"IntersectedGeneType";"IntersectedOrientation";"IntersectedGeneID";"TE_type";"TE_5UTR_Intersect";"TE_3UTR_Intersect";"ClosestUpstream_gn";"ClosestUpstream_id";"DistUpstream";"ClosestDownstream_gn";"ClosestDownstream_id";"DistDownstream";"FANTOM_enhancer";"FANTOM_CAGE";"locus";"Family_group"
"HERVH_2p14a";41,9065970342198;-3,76699571619174;0,758560712336715;-4,96597787748282;6,83557473029665e-07;1,86284624103989e-05;"down";"HERVH";"HERV";"prototype";"chr2";64074809;64079933;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC012368.2";"ENSG00000228079";6420;"VPS54";"ENSG00000143952";55381;"None";"None";"HERVH_2p14a";"HERVH"
"HERVH_2p22.2c";984,668057914085;1,58027849398283;0,436652773342817;3,61907353040478;0,000295659627337691;0,00225782196391443;"up";"HERVH";"HERV";"prototype";"chr2";38080802;38086512;"-";"noncoding";"CYP1B1,CYP1B1-AS1";"protein_coding,lncRNA";"SENSE,ANTISENSE";"ENSG00000138061,ENSG00000232973";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"HERVH_2p22.2c";"HERVH"
"HERVH_2q32.1e";45,1518127614539;-2,46029376962157;0,773729192598594;-3,17978666587285;0,00147383511900103;0,00794815134051994;"down";"HERVH";"HERV";"oneside";"chr2";188164721;188166349;"-";"noncoding";"LINC01090";"lncRNA";"SENSE";"ENSG00000231689";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"chr2:188166032-188166055,chr2:188166124-188166135";"HERVH_2q32.1e";"HERVH"
"HERVH_2q36.1a";43,0429240861835;-1,93305312236262;0,553529233256668;-3,49223312197908;0,000478999994250422;0,00329030362542698;"down";"HERVH";"HERV";"prototype";"chr2";223188780;223195505;"-";"noncoding";"KCNE4";"protein_coding";"ANTISENSE";"ENSG00000152049";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"HERVH_2q36.1a";"HERVH"
"HERVH_3p14.3a";15,5363103471699;-2,06137961523542;0,607140247634117;-3,39522807665631;0,000685714516241261;0,00432527617936796;"down";"HERVH";"HERV";"prototype";"chr3";54634484;54640204;"-";"noncoding";"CACNA2D3,ESRG";"protein_coding,lncRNA";"ANTISENSE,SENSE";"ENSG00000157445,ENSG00000265992";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"chr3:54638933-54638955,chr3:54639159-54639164";"HERVH_3p14.3a";"HERVH"
"HERVH_3q22.1a";17,3103110014281;-3,66643615467488;0,796875975370604;-4,60101228797835;4,20442621049822e-06;7,89641110781506e-05;"down";"HERVH";"HERV";"prototype";"chr3";130059102;130064974;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC083906.4";"ENSG00000251610";3182;"ALG1L2";"ENSG00000251287";16857;"None";"None";"HERVH_3q22.1a";"HERVH"
"HERVH_3q26.31b";625,010733952048;-1,51846286083498;0,32180966638498;-4,71851227432815;2,37575636574609e-06;4,99289392746271e-05;"down";"HERVH";"HERV";"prototype";"chr3";173155218;173161544;"-";"noncoding";"AC068759.1";"lncRNA";"ANTISENSE";"ENSG00000237473";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVH_3q26.31b";"HERVH"
"HERVH_4p15.2c";431,718537140658;-1,76690407630352;0,27219915175713;-6,49121815735873;8,5145077855294e-11;1,18480665912579e-08;"down";"HERVH";"HERV";"prototype";"chr4";24500975;24506750;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"PPARGC1A";"ENSG00000109819";596886;"DHX15";"ENSG00000109606";10691;"None";"None";"HERVH_4p15.2c";"HERVH"
"HERVH_4q34.3b";105,310630019992;-2,52452183588304;0,673881953779435;-3,7462374852515;0,000179506663556706;0,00151385601295206;"down";"HERVH";"HERV";"prototype";"chr4";179166476;179170568;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC020551.1";"ENSG00000250993";218566;"AC018710.1";"ENSG00000250839";96882;"chr4:179170222-179170557";"chr4:179167327-179167353,chr4:179167578-179167605,chr4:179169515-179169519";"HERVH_4q34.3b";"HERVH"
"HERVH_4q35.2c";22,4843371997843;-3,59964536132708;0,521524577899751;-6,90215862083304;5,12181969605469e-12;1,14728761191625e-09;"down";"HERVH";"HERV";"prototype";"chr4";189925901;189931855;"+";"noncoding";"FRG1-DT";"lncRNA";"ANTISENSE";"ENSG00000245685";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVH_4q35.2c";"HERVH"
"HERVH_5q32a";126,237579596395;1,9511291668585;0,472822778333706;4,12655492980806;3,68238078561197e-05;0,000442656873495554;"up";"HERVH";"HERV";"oneside";"chr5";147864645;147869038;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC011352.2";"ENSG00000249518";11986;"SCGB3A2";"ENSG00000164265";1644;"None";"None";"HERVH_5q32a";"HERVH"
"HERVH_5q32b";123,061669920068;1,71458798813176;0,460583019759827;3,722646981267;0,0001971450743164;0,00161803428286132;"up";"HERVH";"HERV";"prototype";"chr5";147869836;147874526;"-";"noncoding";"SCGB3A2";"protein_coding";"ANTISENSE";"ENSG00000164265";"EXONIC";TRUE;FALSE;NA;NA;NA;NA;NA;NA;"chr5:147874319-147874515";"chr5:147872245-147872280,chr5:147874325-147874331,chr5:147872134-147872175";"HERVH_5q32b";"HERVH"
"HERVH_5q35.1b";25,8365372968578;-1,76673058775335;0,616690033585105;-2,86485996454738;0,00417193689283213;0,0179461678799861;"down";"HERVH";"HERV";"prototype";"chr5";171000577;171008846;"-";"noncoding";"RANBP17";"protein_coding";"ANTISENSE";"ENSG00000204764";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVH_5q35.1b";"HERVH"
"HERVH_6p23";45,8232065679646;-2,11239342083291;0,475055669625153;-4,44662290316356;8,72307685825929e-06;0,000136246152833764;"down";"HERVH";"HERV";"prototype";"chr6";14296942;14302823;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL080313.2";"ENSG00000237346";88271;"LINC01108";"ENSG00000226673";11488;"None";"None";"HERVH_6p23";"HERVH"
"HERVH_6q11.1b";14,4391903087916;-2,08706574108049;0,719384782583952;-2,90118138666205;0,00371758618434104;0,0164066850153715;"down";"HERVH";"HERV";"prototype";"chr6";62585932;62591724;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL355375.1";"ENSG00000217067";37660;"AL355375.2";"ENSG00000262566";19429;"None";"None";"HERVH_6q11.1b";"HERVH"
"HERVH_6q12a";102,380414122254;-2,14364427665142;0,480258742769289;-4,46351952760016;8,06242468077349e-06;0,000128106069668207;"down";"HERVH";"HERV";"prototype";"chr6";62791671;62797450;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL355375.2";"ENSG00000262566";180344;"AL450346.1";"ENSG00000217477";395622;"None";"chr6:62797345-62797392";"HERVH_6q12a";"HERVH"
"HERVH_6q14.1c";34,3337786171631;2,23598347213305;0,591002265502852;3,78337546681073;0,000154715751590491;0,00134174642361385;"up";"HERVH";"HERV";"prototype";"chr6";80482838;80487823;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL596028.1";"ENSG00000181705";11373;"RPSAP72";"ENSG00000219361";12410;"chr6:80487793-80487939";"chr6:80484343-80484375";"HERVH_6q14.1c";"HERVH"
"HERVH_6q23.2e";21,7235464441835;1,73756979927055;0,524376397508379;3,31359269320047;0,000921055719300244;0,0054786112215372;"up";"HERVH";"HERV";"prototype";"chr6";131504327;131509186;"-";"noncoding";"ARG1";"protein_coding";"ANTISENSE";"ENSG00000118520";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVH_6q23.2e";"HERVH"
"HERVH_6q24.1c";60,3077439541472;-1,80618621112716;0,4725403114178;-3,82229022050609;0,000132217946619463;0,00119063604326749;"down";"HERVH";"HERV";"prototype";"chr6";142015666;142021782;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"RPS3AP23";"ENSG00000218351";379163;"NMBR";"ENSG00000135577";36548;"None";"None";"HERVH_6q24.1c";"HERVH"
"HERVH_7q31.1a";70,2916437837308;1,55937128120459;0,50572238864464;3,08345312807641;0,00204613339755286;0,0102630743435967;"up";"HERVH";"HERV";"prototype";"chr7";109591834;109597679;"-";"noncoding";"AC073071.1";"lncRNA";"SENSE";"ENSG00000234273";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"HERVH_7q31.1a";"HERVH"
"HERVH_8q21.13c";34,6556324767265;-1,53405073159239;0,594189877184164;-2,58175171018089;0,00983002780980666;0,03497829345419;"down";"HERVH";"HERV";"prototype";"chr8";81914411;81919891;"+";"noncoding";"LINC02235";"lncRNA";"SENSE";"ENSG00000254689";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"chr8:81918745-81918747";"HERVH_8q21.13c";"HERVH"
"HERVH_8q21.3c";62,1445823828733;-3,98060552690477;0,554602222353785;-7,17740637607021;7,104627731218e-13;2,41662596605578e-10;"down";"HERVH";"HERV";"prototype";"chr8";91948321;91952724;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"MRPS16P1";"ENSG00000229182";30403;"RUNX1T1";"ENSG00000079102";2243;"None";"None";"HERVH_8q21.3c";"HERVH"
"HERVH_9p13.3a";21,2027290776682;-1,5274641794881;0,54570526517017;-2,79906439790677;0,0051250915024247;0,0211735674126264;"down";"HERVH";"HERV";"prototype";"chr9";35003293;35009333;"+";"noncoding";"AL355377.2";"TEC";"SENSE";"ENSG00000279489";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"HERVH_9p13.3a";"HERVH"
"HERVH_9p13.3b";62,9164717725496;-1,70721699123844;0,400708076033239;-4,26050058221642;2,03969551018496e-05;0,000272275633220039;"down";"HERVH";"HERV";"oneside";"chr9";35020808;35025134;"-";"noncoding";"AL355377.4";"lncRNA";"SENSE";"ENSG00000287868";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"None";"HERVH_9p13.3b";"HERVH"
"HERVH_9p24.2a";118,784310750612;-3,45657935547443;0,587718473688028;-5,88135222938262;4,0692815178755e-09;2,80994597444877e-07;"down";"HERVH";"HERV";"prototype";"chr9";2275706;2281524;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"RN7SL592P";"ENSG00000264615";46465;"VLDLR-AS1";"ENSG00000236404";140073;"chr9:2279055-2279435";"None";"HERVH_9p24.2a";"HERVH"
"HERVH_Xp21.1b";19,2011114774605;1,88995531326778;0,774986639457;2,43869405876725;0,0147404418553562;0,0484005069716093;"up";"HERVH";"HERV";"oneside";"chrX";37458430;37461248;"-";"noncoding";"AF241726.2";"protein_coding";"ANTISENSE";"ENSG00000250349";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVH_Xp21.1b";"HERVH"
"HERVH_Xq21.32a";687,824314234254;-3,09455020876163;0,487804827213943;-6,3438285890607;2,24124190701003e-10;2,57294570924751e-08;"down";"HERVH";"HERV";"prototype";"chrX";92824428;92829345;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"TUSC2P2";"ENSG00000285445";52337;"AL158053.1";"ENSG00000237873";213145;"None";"None";"HERVH_Xq21.32a";"HERVH"
"HERVH_Xq21.32b";1196,93110275697;-2,70154081209741;0,566057273737226;-4,77255736731601;1,81901272134747e-06;4,00619012778301e-05;"down";"HERVH";"HERV";"prototype";"chrX";93022959;93028634;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"TUSC2P2";"ENSG00000285445";250868;"AL158053.1";"ENSG00000237873";13856;"None";"None";"HERVH_Xq21.32b";"HERVH"
"HERVH_Xq23j";18,3061871616586;2,38562706382369;0,53215799769592;4,48293002107028;7,3625078686093e-06;0,00012031543107706;"up";"HERVH";"HERV";"prototype";"chrX";116332006;116336841;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AGTR2";"ENSG00000180772";157032;"RNU6-154P";"ENSG00000207033";64007;"None";"None";"HERVH_Xq23j";"HERVH"
"HERVH48_1q44c";35,485479522107;2,22512337356727;0,719511384264262;3,09254783486515;0,00198446248232622;0,010030152106304;"up";"HERVH48";"HERV";"prototype";"chr1";247286141;247290862;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"VN1R5";"ENSG00000197617";28931;"AC104335.1";"ENSG00000202079";3973;"None";"chr1:247286229-247286235";"HERVH48_1q44c";"HERVH"
"HERVIP10F_16p13.13";3835,65460088315;-1,96896541439948;0,342725995022947;-5,74501334299912;9,19137382345095e-09;5,27366986107718e-07;"down";"HERVIP10F";"HERV";"prototype";"chr16";10485767;10495203;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"ATF7IP2";"ENSG00000166669";2129;"RNU6-633P";"ENSG00000199482";1069;"None";"None";"HERVIP10F_16p13.13";"HERVI"
"HERVIP10F_1p35.2b";25,417056606092;-3,31810517737626;0,591614468920351;-5,60855988433065;2,04017107147194e-08;1,04094061779991e-06;"down";"HERVIP10F";"HERV";"prototype";"chr1";31457949;31467319;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"SERINC2";"ENSG00000168528";23269;"AC209007.1";"ENSG00000215899";20270;"None";"None";"HERVIP10F_1p35.2b";"HERVI"
"HERVIP10F_2q11.2";17,4861767471886;2,00601925644584;0,51309814158836;3,90962097472416;9,24410521290761e-05;0,000907341228685662;"up";"HERVIP10F";"HERV";"oneside";"chr2";99496719;99499719;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"REV1";"ENSG00000135945";6684;"AFF3";"ENSG00000144218";45700;"None";"None";"HERVIP10F_2q11.2";"HERVI"
"HERVIP10F_2q21.2";110,31757833961;2,24346178988363;0,555794521536454;4,03649496882723;5,42556886604754e-05;0,00060034246344314;"up";"HERVIP10F";"HERV";"prototype";"chr2";132139445;132148063;"-";"coding";"ANKRD30BL";"protein_coding";"SENSE";"ENSG00000163046";"EXONIC";FALSE;TRUE;NA;NA;NA;NA;NA;NA;"None";"None";"HERVIP10F_2q21.2";"HERVI"
"HERVIP10F_5q14.2";37,3598377246982;-1,69998378905871;0,437545714621213;-3,88527125795392;0,000102215694834953;0,00097437012380102;"down";"HERVIP10F";"HERV";"oneside";"chr5";82969116;82971949;"-";"coding";"ST13P12";"processed_pseudogene";"ANTISENSE";"ENSG00000248400";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"chr5:82969238-82969243";"HERVIP10F_5q14.2";"HERVI"
"HERVIP10FH_1q44";207,457728507221;4,47500713130477;0,560299900228856;7,98680693942108;1,38478699910754e-15;1,43436452695691e-12;"up";"HERVIP10FH";"HERV";"prototype";"chr1";244573858;244576488;"-";"coding";"CATSPERE";"protein_coding";"ANTISENSE";"ENSG00000179397";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVIP10FH_1q44";"HERVI"
"HERVIP10FH_5q14.2";66,7028592900972;-1,67052261416634;0,500843808835647;-3,33541632080856;0,000851717829471555;0,0051461687801755;"down";"HERVIP10FH";"HERV";"oneside";"chr5";82971940;82976282;"-";"noncoding";"ST13P12";"processed_pseudogene";"ANTISENSE";"ENSG00000248400";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"chr5:82975710-82975723";"HERVIP10FH_5q14.2";"HERVI"
"HERVIP10FH_5q31.3";70,8459826786251;-2,1605895369635;0,543699165736379;-3,97386950932182;7,07143149024014e-05;0,000738000304617789;"down";"HERVIP10FH";"HERV";"prototype";"chr5";143088591;143095011;"-";"noncoding";"ARHGAP26";"protein_coding";"ANTISENSE";"ENSG00000145819";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVIP10FH_5q31.3";"HERVI"
"HERVIP10FH_9p13.3";163,745177189144;-3,12023884646042;0,77930932736395;-4,00385153481323;6,23194831362757e-05;0,000671300769788629;"down";"HERVIP10FH";"HERV";"prototype";"chr9";35455417;35462089;"-";"noncoding";"ATP8B5P";"transcribed_unprocessed_pseudogene";"ANTISENSE";"ENSG00000179766";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVIP10FH_9p13.3";"HERVI"
"HERVK11_4q21.21a";120,9121992191;-2,00595346193622;0,388260098657595;-5,16651973476486;2,38493031776604e-07;7,96480001395029e-06;"down";"HERVK11";"HERV";"oneside";"chr4";78328665;78331122;"+";"noncoding";"FRAS1";"protein_coding";"SENSE";"ENSG00000138759";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVK11_4q21.21a";"HERVK"
"HERVK11D_15q24.3";26,2815967761327;1,70681988526101;0,323127171759183;5,28219238254916;1,27647051723216e-07;4,68924209210405e-06;"up";"HERVK11D";"HERV";"oneside";"chr15";76639181;76641589;"+";"noncoding";"SCAPER";"protein_coding";"ANTISENSE";"ENSG00000140386";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVK11D_15q24.3";"HERVK"
"HERVKC4_1q22";35,0456926810905;2,23301037146566;0,578095213639351;3,8627034418914;0,000112139108592263;0,0010413403167961;"up";"HERVKC4";"HERV";"prototype";"chr1";155691833;155699521;"-";"coding";"DAP3";"protein_coding";"ANTISENSE";"ENSG00000132676";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVKC4_1q22";"HERVK"
"HERVL_11q14.1f";39,2067959409603;1,687756855686;0,411209092592527;4,10437630414564;4,05407113559035e-05;0,000474905475883441;"up";"HERVL";"HERV";"prototype";"chr11";83503292;83508193;"-";"noncoding";"DLG2";"protein_coding";"SENSE";"ENSG00000150672";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVL_11q14.1f";"HERVL"
"HERVL_11q14.1g";63,5314354676678;-2,23629749593054;0,43187353523397;-5,1781304328338;2,24120521278413e-07;7,53964420300712e-06;"down";"HERVL";"HERV";"prototype";"chr11";85156889;85163278;"+";"coding";"DLG2";"protein_coding";"ANTISENSE";"ENSG00000150672";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVL_11q14.1g";"HERVL"
"HERVL_11q25";186,665831066783;-2,55871521844188;0,625527140390055;-4,09049432586788;4,30454742878739e-05;0,000492929720523484;"down";"HERVL";"HERV";"prototype";"chr11";132375040;132381526;"+";"coding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"NTM";"ENSG00000182667";38218;"AP000843.1";"ENSG00000279090";21834;"None";"None";"HERVL_11q25";"HERVL"
"HERVL_12q21.2b";596,451870899931;-1,51983939256576;0,435456358678668;-3,49022206766598;0,00048261932767053;0,00330774321292996;"down";"HERVL";"HERV";"internal";"chr12";79490175;79493547;"-";"noncoding";"AC027288.3";"lncRNA";"SENSE";"ENSG00000257894";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVL_12q21.2b";"HERVL"
"HERVL_12q21.2c";482,525535981041;-1,50567258494386;0,471361940770538;-3,19430241330585;0,00140169199630383;0,00761166578376679;"down";"HERVL";"HERV";"oneside";"chr12";79497318;79500000;"-";"noncoding";"AC027288.3";"lncRNA";"SENSE";"ENSG00000257894";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVL_12q21.2c";"HERVL"
"HERVL_13q31.1g";31,4799339254113;-3,6308092741583;0,756824193221566;-4,79742760165089;1,60716270084614e-06;3,63551286812093e-05;"down";"HERVL";"HERV";"oneside";"chr13";86580431;86584696;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL445207.1";"ENSG00000287880";117697;"TXNL1P1";"ENSG00000231879";140804;"None";"None";"HERVL_13q31.1g";"HERVL"
"HERVL_14q31.3b";92,3235078425959;-1,87731715774926;0,458497230592603;-4,09450053890803;4,2307942981967e-05;0,000487523398176141;"down";"HERVL";"HERV";"prototype";"chr14";85927831;85934155;"-";"noncoding";"LINC02328";"lncRNA";"ANTISENSE";"ENSG00000258733";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVL_14q31.3b";"HERVL"
"HERVL_18p11.21a";135,822960274251;2,55845770106443;0,556052774911334;4,60110589587903;4,20253691059501e-06;7,89641110781506e-05;"up";"HERVL";"HERV";"prototype";"chr18";11127309;11133941;"+";"noncoding";"PIEZO2";"protein_coding";"ANTISENSE";"ENSG00000154864";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVL_18p11.21a";"HERVL"
"HERVL_1q25.1";18,4902896852066;-2,71998989620801;0,740428535147448;-3,6735346722778;0,000239218199995111;0,00189885907411849;"down";"HERVL";"HERV";"prototype";"chr1";175242255;175248747;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AL008626.1";"ENSG00000230687";37406;"RPS29P4";"ENSG00000233946";48333;"None";"None";"HERVL_1q25.1";"HERVL"
"HERVL_2p12a";48,3891341613858;-2,52589448269296;0,622500719475813;-4,05765712981012;4,95674670484218e-05;0,000555155630942324;"down";"HERVL";"HERV";"prototype";"chr2";75392317;75397169;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"GAPDHP57";"ENSG00000236167";58825;"TACR1";"ENSG00000115353";192797;"None";"None";"HERVL_2p12a";"HERVL"
"HERVL_3q13.11a";145,27133808295;2,20277273044875;0,370629230564573;5,94333244329732;2,79285215257703e-09;2,08532960725752e-07;"up";"HERVL";"HERV";"oneside";"chr3";103278519;103284484;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"MIR548AB";"ENSG00000265328";239549;"NDUFA4P2";"ENSG00000236691";37289;"None";"None";"HERVL_3q13.11a";"HERVL"
"HERVL_4p13a";127,499561318104;-1,55351451864896;0,406988859209457;-3,81709347441729;0,000135033021864739;0,00120989587590806;"down";"HERVL";"HERV";"oneside";"chr4";42526339;42531440;"+";"noncoding";"ATP8A1";"protein_coding";"ANTISENSE";"ENSG00000124406";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVL_4p13a";"HERVL"
"HERVL_4p15.2c";26,3584238364143;-1,52347035582665;0,534505921371477;-2,85024037136504;0,00436862000870555;0,0186264652553165;"down";"HERVL";"HERV";"oneside";"chr4";23760759;23763262;"+";"noncoding";"AC093607.1,PPARGC1A";"lncRNA,protein_coding";"SENSE,ANTISENSE";"ENSG00000250137,ENSG00000109819";"EXONIC";FALSE;FALSE;NA;NA;NA;NA;NA;NA;"None";"chr4:23762922-23762928";"HERVL_4p15.2c";"HERVL"
"HERVL_4q13.1a";16,7451533681803;1,80153206713375;0,681813095312133;2,64226674365797;0,0082353168857452;0,0306207086148518;"up";"HERVL";"HERV";"oneside";"chr4";59541765;59546394;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC096588.2";"ENSG00000249392";4748;"AC096588.1";"ENSG00000199780";7867;"None";"None";"HERVL_4q13.1a";"HERVL"
"HERVL_4q32.1c";20,1730789080583;1,70014771933571;0,635721159997499;2,67436075172077;0,00748718624081197;0,0284848046543567;"up";"HERVL";"HERV";"oneside";"chr4";157404175;157408193;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC093817.2";"ENSG00000286133";160538;"GRIA2";"ENSG00000120251";38100;"None";"None";"HERVL_4q32.1c";"HERVL"
"HERVL_4q34.3a";67,4678963697364;-2,21365214732159;0,548948545746122;-4,03253121713407;5,51792823377474e-05;0,000607633727805602;"down";"HERVL";"HERV";"oneside";"chr4";179260385;179262165;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC018710.1";"ENSG00000250839";190791;"AC020551.1";"ENSG00000250993";126969;"None";"None";"HERVL_4q34.3a";"HERVL"
"HERVL_4q34.3b";76,535127155515;-2,01985866957184;0,558973405846401;-3,61351479058893;0,000302074115319273;0,00229656347275844;"down";"HERVL";"HERV";"oneside";"chr4";179299455;179300557;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"AC020551.1";"ENSG00000250993";88577;"AC018710.1";"ENSG00000250839";229861;"None";"None";"HERVL_4q34.3b";"HERVL"
"HERVL_5q13.3";12,8138275557676;-3,18303924554289;0,881221603802093;-3,61207581817041;0,000303755721288892;0,00230553102836131;"down";"HERVL";"HERV";"prototype";"chr5";74785888;74792672;"+";"noncoding";"FAM169A";"protein_coding";"ANTISENSE";"ENSG00000198780";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVL_5q13.3";"HERVL"
"HERVL_5q23.2a";251,449184242544;-2,22464084707795;0,388714017597038;-5,72307852654837;1,0461088204726e-08;5,85820939464658e-07;"down";"HERVL";"HERV";"oneside";"chr5";122970923;122975074;"-";"noncoding";"SNX24";"protein_coding";"ANTISENSE";"ENSG00000064652";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVL_5q23.2a";"HERVL"
"HERVL_5q33.3";62,1232837493198;1,55641819219981;0,347997397911385;4,47249951160882;7,73105769210733e-06;0,000124564971656691;"up";"HERVL";"HERV";"prototype";"chr5";159233488;159238427;"-";"noncoding";"AC134043.2,LINC01932";"lncRNA,lncRNA";"ANTISENSE,ANTISENSE";"ENSG00000253256,ENSG00000253315";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVL_5q33.3";"HERVL"
"HERVL_5q35.1";61,6188979885009;1,88203559236777;0,498332271200093;3,77666810105518;0,000158940301739444;0,00136933183037059;"up";"HERVL";"HERV";"prototype";"chr5";169444070;169446842;"+";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"SLIT3";"ENSG00000184347";142941;"RNU6-477P";"ENSG00000206614";105607;"None";"None";"HERVL_5q35.1";"HERVL"
"HERVL_6q23.2b";154,329384062589;2,5002800795641;0,465400315679501;5,37232140875023;7,77294000194905e-08;3,12663180348458e-06;"up";"HERVL";"HERV";"prototype";"chr6";133556992;133562147;"-";"noncoding";"TARID";"lncRNA";"SENSE";"ENSG00000227954";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVL_6q23.2b";"HERVL"
"HERVL_6q25.3a";110,420524362709;-1,79027688763014;0,430086859673647;-4,16259378161103;3,14652843910665e-05;0,000385817318888591;"down";"HERVL";"HERV";"oneside";"chr6";155603706;155605077;"-";"noncoding";"None";NA;NA;"None";"INTERGENIC";NA;NA;"RNU7-152P";"ENSG00000238789";49886;"NOX3";"ENSG00000074771";147867;"None";"None";"HERVL_6q25.3a";"HERVL"
"HERVL_7q21.11a";93,6882494873623;-1,50803352936682;0,324381990521566;-4,64894344763744;3,33639666471428e-06;6,65025583785821e-05;"down";"HERVL";"HERV";"oneside";"chr7";78608844;78610281;"-";"noncoding";"MAGI2";"protein_coding";"SENSE";"ENSG00000187391";"INTRONIC";NA;NA;NA;NA;NA;NA;NA;NA;"None";"None";"HERVL_7q21.11a";"HERVL"
